road,direction,mode,total_uses,00:00–01:00,01:00–02:00,03:00–04:00,07:00–08:00,08:00–09:00,09:00–10:00,10:00–11:00,11:00–12:00,12:00–13:00,13:00–14:00,14:00–15:00,15:00–16:00,16:00–17:00,17:00–18:00,18:00–19:00,19:00–20:00,20:00–21:00,21:00–22:00,22:00–23:00,23:00–00:00
Lange Bunder,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritsstraat,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Korte Wagenstraat,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Claudius Prinsenlaan,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polderstraat,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zevenheuvelenweg,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Heikantlaan,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Simon de Cockstraat,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
De Smidse,departure,CAR,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rijk de Waalweg,departure,CAR,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Herselseweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Hoogeind,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tiendweg,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Koorngraaf,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Fietsroute 7,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Swaardvenstraat,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Doctor Deelenlaan,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burgemeester Letschertpad,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reitse Hoevenstraat,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rueckertbaan,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gesworenhoekseweg,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dongenseweg,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meerdijk,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lingedijk,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Heerkensdreef,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Zuidzijdseweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Benedeneind Zuidzijde,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Slangeweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Oost-Vlisterdijk,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Koningin Emmalaan,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Nieuwe Zuiderlingedijk,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Heulweg,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Diefdijk,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lageveldweg,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Brugweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
N572,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Rijksweg Noord,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Prinsenbaan,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Vonderen,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Houtstraat,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Pepinusbrug,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Boutensteinseweg,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Schaikseweg,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Spoorstraat,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Zuster J.C. Croonhof,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Korze,return,BICYCLE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pegbroekenlaan,return,BICYCLE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leurseweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Wezelpad,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Puitsestraat,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Hernenseweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Nieuwe Steeg,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Spintkampweg,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Nauertogt,departure,CAR,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ommering,departure,CAR,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
de Swaan,departure,CAR,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Schagerweg,departure,CAR,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fazantlaan,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Patrijslaan,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Slingerweg,departure,CAR,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Aalbersepad,departure,CAR,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
van Oldenbarneveltlaan,departure,CAR,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Meppelerweg,departure,CAR,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kallenkoterallee,departure,CAR,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kallenkote,departure,CAR,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Steenakkers,departure,CAR,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Velsertraverse,departure,CAR,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A22,departure,CAR,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Velsertunnelweg Noord,departure,CAR,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Velsertunnel,departure,CAR,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ambachtsring,departure,CAR,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
N197,departure,CAR,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Velsertunnelweg Zuid,departure,CAR,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Departementsstraat,departure,WALK,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Molenkampweg,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ruitersboslaan,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Eikenschans,departure,WALK,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oeverlibel,departure,WALK,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Schoonderbekerweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Helweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Biestven,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Van Balverenlaan,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Wezelseveldweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Veertweg,departure,CAR,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Nollenweg,departure,CAR,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Huigenbrug,departure,CAR,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Leeghwaterbrug,departure,CAR,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bernestraat,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zuid Willemsvaart,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marijkestraat,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Berencamperweg,departure,CAR,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hugo van der Goeslaan,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geldropseweg,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nusseleinstraat,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Horsterdijk,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hoebertweg,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gerard Smuldersstraat,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lochterweg,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zandstraat,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Jan Poelsweg,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Puttenweg,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hekellaan,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maastrichtseweg,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Achthoek,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Maarten de Vriesstraat,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Willem van Oranjelaan,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Schubertlaan,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ripseweg,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Spoorweg,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Doctor de Quayweg,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Landmeter van Beurdenweg,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sint Antoniusstraat,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lovinckplein,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Burgemeester Nooijenlaan,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ringweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Doornstraatje,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Turkeijeweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Moershoofde,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ketelaarstraat,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bruggerdijk,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Peedijk,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Braaksestraat,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Piuslaan,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2a,departure,WALK,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wilhelminaplein,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Gerrit van der Veenstraat,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Koningin Julianaweg-Zuid,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Koningin Julianaweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Gaasperdammerweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
E231,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hornleger,departure,CAR,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Rijweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Venekoterweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
N919,departure,CAR,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Schottelenburgweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Afsluitdijk,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Peelweg,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
De Stap,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kabroekstraat,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Heumenhofseweg,return,BICYCLE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sara Beytsweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Vuilpanstraat,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Philipsweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Dirk Hartogstraat,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Verdilaan,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Burgemeester Wijtvlietlaan,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Peelheideweg,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kastanjelaan,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Boekent,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Vosseneindseweg,return,BICYCLE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blankenbergseweg,return,BICYCLE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burgemeester van de Wildenberglaan,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hogelandsterstraat,departure,WALK,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
J F Kennedylaan,departure,WALK,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hoofdstraat-West,departure,WALK,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fregatweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bunderstraat,departure,CAR,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Weerterstraat,departure,CAR,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
De Heak,departure,CAR,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Johannes Brandsmaweg,departure,CAR,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hegedyk,departure,CAR,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hendrik Algerawei,departure,CAR,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Wilgenbos,departure,WALK,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Boukemahof,departure,WALK,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mennonietenkerkstraat,departure,WALK,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Maarweg,departure,WALK,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Wenakker,departure,WALK,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rauweveldweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Oostermeerweg,return,BICYCLE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Droogsestraat,return,BICYCLE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Broekkant,return,BICYCLE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haudmare,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Pastoriesingel,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hakewekken,departure,CAR,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Stoofweg,departure,CAR,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hakeweg,departure,CAR,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Klamperlaan,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Brabantring,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Heikampen,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Refeling,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Pastoor Jacobsstraat,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Laantje,return,BICYCLE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rodevoort,return,BICYCLE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ewinkel,return,BICYCLE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hartogsweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Krengeweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Brijhoekseweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Koenraadtweg,return,BICYCLE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dierdonkpark,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raktweg,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dierdonklaan,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coendersberglaan,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Straakven,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Berkendonk,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dierdonkse Heide,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rayse Hei,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Het Oude Pad,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Schuineslootweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Marsdijk,departure,CAR,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Baarhorsterdijk,departure,CAR,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ooldselaan,departure,CAR,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Braakmanssteeg,departure,CAR,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Looweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Burensedijk,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albertlaan,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Geerke,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waterleliesingel,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Berkendonksepad,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strijperpad,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frans van Beststraat,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valkenierstraat,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strijperdijk,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kluizerpad,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kapelstraat,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerkenhuis,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Achterbroek,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zwembadweg,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Palermopad,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Goudsbloemvallei,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bijenkorf,return,BICYCLE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Schaatsenrijder,return,BICYCLE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Osseweg,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Rotonde De Ploeg,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Heugterbroekdijk,return,BICYCLE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aalswijksestraat,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zeeg,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rijksstraatweg,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kornedijk,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aalsdijk,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rijnfietsroute - 04 - Wijk bij Duurstede - Gorinchem,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kornewal,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominee R. Lomanlaan,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rijswijkseveldweg,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravenswaaijsesteeg,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steenvliet,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
